document;year;president;party;sentence;word_scores;compound;pos;neu;neg;but_count
1861-Lincoln;1861;Lincoln;Republican;i now reiterate these sentiments, and in doing so i only press upon the public attention the most conclusive evidence of which the case is susceptible that the property, peace, and security of no section are to be in any wise endangered by the now incoming administration.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 1.4, 0, -1.2, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0};0,778;0,166;0,793;0,041;0
1861-Lincoln;1861;Lincoln;Republican;i add, too, that all the protection which, consistently with the constitution and the laws, can be given will be cheerfully given to all the states when lawfully demanded, for whatever cause  -  as cheerfully to one section as to another.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0};0,649;0,134;0,824;0,041;0
1861-Lincoln;1861;Lincoln;Republican;there is much controversy about the delivering up of fugitives from service or labor.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;the clause i now read is as plainly written in the constitution as any other of its provisions:  no person held to service or labor in one state, under the laws thereof, escaping into another, shall in consequence of any law or regulation therein be discharged from such service or labor, but shall be delivered up on claim of the party to whom such service or labor may be due.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,468;0,063;0,915;0,022;1
1861-Lincoln;1861;Lincoln;Republican;"it is scarcely questioned that this provision was intended by those who made it for the reclaiming of what we call fugitive slaves; and the intention of the lawgiver is the law.";{0, 0, 0, -0.107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,028;0,000;0,966;0,034;0
1861-Lincoln;1861;Lincoln;Republican;all members of congress swear their support to the whole constitution  -  to this provision as much as to any other.;{0, 0, 0, 0, -0.2, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,361;0,118;0,830;0,052;0
1861-Lincoln;1861;Lincoln;Republican;"to the proposition, then, that slaves whose cases come within the terms of this clause ""shall be delivered up"" their oaths are unanimous.";{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;now, if they would make the effort in good temper, could they not with nearly equal unanimity frame and pass a law by means of which to keep good that unanimous oath?;{0, 0, 0, 0, 0, 0, 0, 0, 1.9, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0};0,459;0,154;0,771;0,074;0
1861-Lincoln;1861;Lincoln;Republican;there is some difference of opinion whether this clause should be enforced by national or by state authority, but surely that difference is not a very material one.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15, 0, 2.85, 0, 0, 0, 0, 0, 0, 0, 0};0,612;0,161;0,839;0,000;1
1861-Lincoln;1861;Lincoln;Republican;if the slave is to be surrendered, it can be of but little consequence to him or to others by which authority it is done.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45, 0, 0, 0};0,115;0,057;0,943;0,000;1
1861-Lincoln;1861;Lincoln;Republican;and should anyone in any case be content that his oath shall go unkept on a merely unsubstantial controversy as to how it shall be kept?;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;again: in any law upon this subject ought not all the safeguards of liberty known in civilized and humane jurisprudence to be introduced, so that a free man be not in any case surrendered as a slave?;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.036, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,712;0,162;0,791;0,047;0
1861-Lincoln;1861;Lincoln;Republican;"and might it not be well at the same time to provide by law for the enforcement of that clause in the constitution which guarantees that ""the citizens of each state shall be entitled to all privileges and immunities of citizens in the several states""?";{0, 0, 0, 0, 0, -0.814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0};0,438;0,097;0,866;0,037;0
1861-Lincoln;1861;Lincoln;Republican;"i take the official oath to-day with no mental reservations and with no purpose to construe the constitution or laws by any hypercritical rules; and while i do not choose now to specify particular acts of congress as proper to be enforced, i do suggest that it will be much safer for all, both in official and private stations, to conform to and abide by all those acts which stand unrepealed than to violate any of them trusting to find impunity in having them held to be unconstitutional.";{0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,273;0,057;0,864;0,079;0
1861-Lincoln;1861;Lincoln;Republican;it is seventy-two years since the first inauguration of a president under our national constitution.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;during that period fifteen different and greatly distinguished citizens have in succession administered the executive branch of the government.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0};0,202;0,091;0,909;0,000;0
1861-Lincoln;1861;Lincoln;Republican;they have conducted it through many perils, and generally with great success.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 2.7};0,832;0,438;0,562;0,000;0
1861-Lincoln;1861;Lincoln;Republican;yet, with all this scope of precedent, i now enter upon the same task for the brief constitutional term of four years under great and peculiar difficulty.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 0, 0.6, -1.4};0,511;0,178;0,748;0,075;0
1861-Lincoln;1861;Lincoln;Republican;a disruption of the federal union, heretofore only menaced, is now formidably attempted.;{0, -1.5, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0};-0,637;0,000;0,679;0,321;0
1861-Lincoln;1861;Lincoln;Republican;i hold that in contemplation of universal law and of the constitution the union of these states is perpetual.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;perpetuity is implied, if not expressed, in the fundamental law of all national governments.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;it is safe to assert that no government proper ever had a provision in its organic law for its own termination.;{0, 0, 1.9, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,178;0,120;0,788;0,091;0
1861-Lincoln;1861;Lincoln;Republican;continue to execute all the express provisions of our national constitution, and the union will endure forever, it being impossible to destroy it except by some action not provided for in the instrument itself.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,542;0,000;0,904;0,096;0
1861-Lincoln;1861;Lincoln;Republican;again: if the united states be not a government proper, but an association of states in the nature of contract merely, can it, as a contract, be peaceably unmade by less than all the parties who made it?;{0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2.55, 0, 0, 0};0,857;0,213;0,787;0,000;1
1861-Lincoln;1861;Lincoln;Republican;one party to a contract may violate it  -  break it, so to speak  -  but does it not require all to lawfully rescind it?;{0, 0.85, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,064;0,069;0,853;0,078;1
1861-Lincoln;1861;Lincoln;Republican;descending from these general principles, we find the proposition that in legal contemplation the union is perpetual confirmed by the history of the union itself.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,128;0,059;0,941;0,000;0
1861-Lincoln;1861;Lincoln;Republican;the union is much older than the constitution.;{0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;it was formed, in fact, by the articles of association in 1774.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;it was matured and continued by the declaration of independence in 1776.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;it was further matured, and the faith of all the then thirteen states expressly plighted and engaged that it should be perpetual, by the articles of confederation in 1778.;{0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,670;0,169;0,831;0,000;0
1861-Lincoln;1861;Lincoln;Republican;"and finally, in 1787, one of the declared objects for ordaining and establishing the constitution was ""to form a more perfect union.""";{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.993, 0};0,611;0,160;0,840;0,000;0
1861-Lincoln;1861;Lincoln;Republican;but if destruction of the union by one or by a part only of the states be lawfully possible, the union is less perfect than before the constitution, having lost the vital element of perpetuity.;{0, 0, -4.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6105, 0, 0, 0, 0, 0, -1.95, 0, 1.8, 0, 0, 0};-0,150;0,160;0,668;0,172;1
1861-Lincoln;1861;Lincoln;Republican;"it follows from these views that no state upon its own mere motion can lawfully get out of the union; that resolves and ordinances to that effect are legally void, and that acts of violence within any state or states against the authority of the united states are insurrectionary or revolutionary, according to circumstances.";{0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0};-0,273;0,117;0,780;0,102;0
1861-Lincoln;1861;Lincoln;Republican;i therefore consider that in view of the constitution and the laws the union is unbroken, and to the extent of my ability, i shall take care, as the constitution itself expressly enjoins upon me, that the laws of the union be faithfully executed in all the states.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0};0,807;0,156;0,844;0,000;0
1861-Lincoln;1861;Lincoln;Republican;doing this i deem to be only a simple duty on my part, and i shall perform it so far as practicable unless my rightful masters, the american people, shall withhold the requisite means or in some authoritative manner direct the contrary.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;i trust this will not be regarded as a menace, but only as the declared purpose of the union that it will constitutionally defend and maintain itself.;{0, 1.15, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,013;0,074;0,855;0,072;1
1861-Lincoln;1861;Lincoln;Republican;in doing this there needs to be no bloodshed or violence, and there shall be none unless it be forced upon the national authority.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.294, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0.3};0,152;0,161;0,734;0,105;0
1861-Lincoln;1861;Lincoln;Republican;"the power confided to me will be used to hold, occupy, and possess the property and places belonging to the government and to collect the duties and imposts; but beyond what may be necessary for these objects, there will be no invasion, no using of force against or among the people anywhere.";{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.332, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,325;0,044;0,956;0,000;1
1861-Lincoln;1861;Lincoln;Republican;where hostility to the united states in any interior locality shall be so great and universal as to prevent competent resident citizens from holding the federal offices, there will be no attempt to force obnoxious strangers among the people for that object.;{0, -2.5, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 3.393, 0, 0, 0, 0, 0.1, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0};0,225;0,195;0,645;0,160;0
1861-Lincoln;1861;Lincoln;Republican;while the strict legal right may exist in the government to enforce the exercise of these offices, the attempt to do so would be so irritating and so nearly impracticable withal that i deem it better to forego for the time the uses of such offices.;{0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,028;0,087;0,848;0,065;0
1861-Lincoln;1861;Lincoln;Republican;the mails, unless repelled, will continue to be furnished in all parts of the union.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;so far as possible the people everywhere shall have that sense of perfect security which is most favorable to calm thought and reflection.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 1.4, 0, 0, 0, 2.393, 0, 1.5637, 0, 0, 0};0,901;0,388;0,612;0,000;0
1861-Lincoln;1861;Lincoln;Republican;the course here indicated will be followed unless current events and experience shall show a modification or change to be proper, and in every case and exigency my best discretion will be exercised, according to circumstances actually existing and with a view and a hope of a peaceful solution of the national troubles and the restoration of fraternal sympathies and affections.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 2.2, 1.3, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 1.5};0,902;0,207;0,752;0,041;0
1861-Lincoln;1861;Lincoln;Republican;"that there are persons in one section or another who seek to destroy the union at all events and are glad of any pretext to do it i will neither affirm nor deny; but if there be such, i need address no word to them.";{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.25, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.38332, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0};-0,532;0,040;0,829;0,130;1
1861-Lincoln;1861;Lincoln;Republican;to those, however, who really love the union may i not speak?;{0, 0, 0, 0, 0, 3.493, 0, 0, 0, 0, 0, 0};0,670;0,290;0,710;0,000;0
1861-Lincoln;1861;Lincoln;Republican;before entering upon so grave a matter as the destruction of our national fabric, with all its benefits, its memories, and its hopes, would it not be wise to ascertain precisely why we do it?;{0, 0, 0, 0, -1.893, 0, 0.3637, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, -1.554, 0, 0, 0, 0, 0, 0, 0};-0,524;0,151;0,646;0,204;0
1861-Lincoln;1861;Lincoln;Republican;will you hazard so desperate a step while there is any possibility that any portion of the ills you fly from have no real existence?;{0, 0, 0, 0, -1.593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0};-0,585;0,000;0,828;0,172;0
1861-Lincoln;1861;Lincoln;Republican;will you, while the certain ills you fly to are greater than all the real ones you fly from, will you risk the commission of so fearful a mistake?;{0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, -2.493, 0, -1.6637};-0,566;0,125;0,651;0,224;0
1861-Lincoln;1861;Lincoln;Republican;all profess to be content in the union if all constitutional rights can be maintained.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;is it true, then, that any right plainly written in the constitution has been denied?;{0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9};-0,026;0,150;0,695;0,155;0
1861-Lincoln;1861;Lincoln;Republican;i think not.;{0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;happily, the human mind is so constituted that no party can reach to the audacity of doing this.;{2.6, 0, 0, 0, 0, 0, 0, 0, 0.2637, -1.258, 0, 0.1, 0, 0, 0, 0, 0, 0};0,403;0,268;0,630;0,102;0
1861-Lincoln;1861;Lincoln;Republican;think, if you can, of a single instance in which a plainly written provision of the constitution has ever been denied.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9};-0,440;0,000;0,873;0,127;0
1861-Lincoln;1861;Lincoln;Republican;"if by the mere force of numbers a majority should deprive a minority of any clearly written constitutional right, it might in a moral point of view justify revolution; certainly would if such right were a vital one.";{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 1.2, 0};0,494;0,164;0,766;0,070;0
1861-Lincoln;1861;Lincoln;Republican;but such is not our case.;{0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;1
1861-Lincoln;1861;Lincoln;Republican;all the vital rights of minorities and of individuals are so plainly assured to them by affirmations and negations, guaranties and prohibitions, in the constitution that controversies never arise concerning them.;{0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,610;0,147;0,853;0,000;0
1861-Lincoln;1861;Lincoln;Republican;but no organic law can ever be framed with a provision specifically applicable to every question which may occur in practical administration.;{0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,421;0,000;0,882;0,118;1
1861-Lincoln;1861;Lincoln;Republican;no foresight can anticipate nor any document of reasonable length contain express provisions for all possible questions.;{-1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,296;0,000;0,879;0,121;0
1861-Lincoln;1861;Lincoln;Republican;shall fugitives from labor be surrendered by national or by state authority?;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3};0,077;0,106;0,894;0,000;0
1861-Lincoln;1861;Lincoln;Republican;the constitution does not expressly say.;{0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;may congress prohibit slavery in the territories?;{0, 0, 0, -3.8, 0, 0, 0};-0,700;0,000;0,556;0,444;0
1861-Lincoln;1861;Lincoln;Republican;must congress protect slavery in the territories?;{0, 0, 1.6, -3.8, 0, 0, 0};-0,494;0,210;0,403;0,387;0
1861-Lincoln;1861;Lincoln;Republican;from questions of this class spring all our constitutional controversies, and we divide upon them into majorities and minorities.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;if the minority will not acquiesce, the majority must, or the government must cease.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;there is no other alternative, for continuing the government is acquiescence on one side or the other.;{0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,296;0,000;0,879;0,121;0
1861-Lincoln;1861;Lincoln;Republican;if a minority in such case will secede rather than acquiesce, they make a precedent which in turn will divide and ruin them, for a minority of their own will secede from them whenever a majority refuses to be controlled by such minority.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,586;0,000;0,917;0,083;0
1861-Lincoln;1861;Lincoln;Republican;for instance, why may not any portion of a new confederacy a year or two hence arbitrarily secede again, precisely as portions of the present union now claim to secede from it?;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;all who cherish disunion sentiments are now being educated to the exact temper of doing this.;{0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0};-0,052;0,134;0,722;0,144;0
1861-Lincoln;1861;Lincoln;Republican;is there such perfect identity of interests among the states to compose a new union as to produce harmony only and prevent renewed secession?;{0, 0, 0, 2.7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0.1, 0, 0};0,818;0,322;0,678;0,000;0
1861-Lincoln;1861;Lincoln;Republican;plainly the central idea of secession is the essence of anarchy.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;a majority held in restraint by constitutional checks and limitations, and always changing easily with deliberate changes of popular opinions and sentiments, is the only true sovereign of a free people.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 2.3, 0};0,883;0,295;0,705;0,000;0
1861-Lincoln;1861;Lincoln;Republican;whoever rejects it does of necessity fly to anarchy or to despotism.;{0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,494;0,000;0,775;0,225;0
1861-Lincoln;1861;Lincoln;Republican;unanimity is impossible.;{0, 0, 0};0,000;0,000;1,000;0,000;0
1861-Lincoln;1861;Lincoln;Republican;"the rule of a minority, as a permanent arrangement, is wholly inadmissible; so that, rejecting the majority principle, anarchy or despotism in some form is all that is left.";{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.27835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};-0,507;0,000;0,895;0,105;0
1861-Lincoln;1861;Lincoln;Republican;i do not forget the position assumed by some that constitutional questions are to be decided by the supreme court, nor do i deny that such decisions must be binding in any case upon the parties to a suit as to the object of that suit, while they are also entitled to very high respect and consideration in all parallel cases by all other departments of the government.;{0, 0, 0, 0.666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 1.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 2.37835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,926;0,200;0,800;0,000;0
1861-Lincoln;1861;Lincoln;Republican;and while it is obviously possible that such decision may be erroneous in any given case, still the evil effect following it, being limited to that particular case, with the chance that it may be overruled and never become a precedent for other cases, can better be borne than could the evils of a different practice.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, -3.4, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0};-0,836;0,072;0,739;0,189;0
1861-Lincoln;1861;Lincoln;Republican;at the same time, the candid citizen must confess that if the policy of the government upon vital questions affecting the whole people is to be irrevocably fixed by decisions of the supreme court, the instant they are made in ordinary litigation between parties in personal actions the people will have ceased to be their own rulers, having to that extent practically resigned their government into the hands of that eminent tribunal.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, -0.8, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,691;0,107;0,845;0,048;0
1861-Lincoln;1861;Lincoln;Republican;nor is there in this view any assault upon the court or the judges.;{0, 0, 0, 0, 0, 0, 0, -2.8, 0, 0, 0, 0, 0, 0};-0,586;0,000;0,774;0,226;0
1861-Lincoln;1861;Lincoln;Republican;it is a duty from which they may not shrink to decide cases properly brought before them, and it is no fault of theirs if others seek to turn their decisions to political purposes.;{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};0,309;0,064;0,936;0,000;0
1861-Lincoln;1861;Lincoln;Republican;one section of our country believes slavery is right and ought to be extended, while the other believes it is wrong and ought not to be extended.;{0, 0, 0, 0, 0, 0, -3.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0};-0,836;0,000;0,760;0,240;0
